businessname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violdesc,violstatus,comments,address,city,state,zip
CROKE PARK,,John D. Mccormack,,19674,2011-12-23T11:25:26Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-17T15:10:46Z,Handwashing Signage  (C),Pass,Clearly label hand sink behind the bar,268 W Broadway,South Boston,MA,2127
CROKE PARK,,John D. Mccormack,,19674,2011-12-23T11:25:26Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-17T15:10:46Z,Drying Mops (C),Pass,Keep soiled mops elevated off the floor when not in use,268 W Broadway,South Boston,MA,2127
CROKE PARK,,John D. Mccormack,,19674,2011-12-23T11:25:26Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-17T15:10:46Z,Closing Toilet Room Doors (C),Pass,,268 W Broadway,South Boston,MA,2127
CVS/PHARMACY NO. 979,Cvs Lic. Dept./therese Fluette,Cvs Pharmacy Inc.,Lic. Dept. Mail Code 1160,24413,2011-12-28T11:38:57Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-01-25T15:38:00Z,Cleaning Implements and Supplies (C),Fail,Men's toilet heavily soiled. Clean and maintain.,423 W Broadway,South Boston,MA,2127
CVS/PHARMACY NO. 979,Cvs Lic. Dept./therese Fluette,Cvs Pharmacy Inc.,Lic. Dept. Mail Code 1160,24413,2011-12-28T11:38:57Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-01-25T15:38:00Z,,Fail,8-304.11 (A) post current permit in a location in the establishment that is conspicuous to consumers.,423 W Broadway,South Boston,MA,2127
DEJA - BREW,Walsh Catherine J,Walsh,Catherine J,20241,2012-06-04T08:53:58Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-02T14:01:47Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Fail,When storing foods of any kind ensure to keep elevated off the floors a minimum of six inches to reduce potential contamination when washing the floors,704 E Broadway,South Boston,MA,2127
DEJA - BREW,Walsh Catherine J,Walsh,Catherine J,20241,2012-06-04T08:53:58Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-02T14:01:47Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks that are designated as such are properly identifed "" HAND WASHING ONLY""",704 E Broadway,South Boston,MA,2127
DEJA - BREW,Walsh Catherine J,Walsh,Catherine J,20241,2012-06-04T08:53:58Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-02T14:01:47Z,Closing Toilet Room Doors (C),Fail,Restroom doors shall be self-closing  address as discussed,704 E Broadway,South Boston,MA,2127
DOMINO'S PIZZA,,Dufficy Enterprises Inc.,Jeffrey P. Dufficy,80529,2012-10-05T11:20:17Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-02T13:53:21Z,Service Sink (C),Pass,Enclose side,163   Old Colony AVE,South Boston,MA,2127
DOMINO'S PIZZA,,Dufficy Enterprises Inc.,Jeffrey P. Dufficy,80529,2012-10-05T11:20:17Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-02T13:53:21Z,Grease Trap(C),Fail,Grease trap is visibly rusted and tarnished  clean to remove and all visible soils resurface as discussed during inspection,163   Old Colony AVE,South Boston,MA,2127
DOMINO'S PIZZA,,Dufficy Enterprises Inc.,Jeffrey P. Dufficy,80529,2012-10-05T11:20:17Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-02T13:53:21Z,Walls and Ceilings  Attachments (C),Pass,Replace compromised door sweep leading to the alleyway  light shining through means rodents can potentionally enter as well,163   Old Colony AVE,South Boston,MA,2127
DOUGHBOY DONUTS & DELI,Powers James R Trst,Doughboy Corp.,,85000,2012-12-05T08:56:12Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-01-28T13:10:05Z,Time as a Public Health Control ( C),Fail,Flat of raw shell eggs on top of the counter - discard practices and keep eggs cold at 41F or lower - can receive eggs at 45F but they must be refrigerated immediately- Eggs were at 41F - No cold holding violation  just bad retail practice - owner addressed it immmediately,220   Dorchester AVE,South Boston,MA,2127
DOUGHBOY DONUTS & DELI,Powers James R Trst,Doughboy Corp.,,85000,2012-12-05T08:56:12Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-01-28T13:10:05Z,Sponges Use Limitation (C),Fail,Discard the use of sponges to clean any food contact surfaces - o.k for floors  walls and ceilings  - no food contact surfaces,220   Dorchester AVE,South Boston,MA,2127
DOUGHBOY DONUTS & DELI,Powers James R Trst,Doughboy Corp.,,85000,2012-12-05T08:56:12Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-01-28T13:10:05Z,Clean Linens (C),Fail,Ensure all clean linen and laundered material is stored away from food service areas to reduce potential contamination  keep covered and segragated as discussed,220   Dorchester AVE,South Boston,MA,2127
DUNKIN DONUTS,,Watermark Donut Company,,30498,2012-02-10T12:09:10Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-02-10T10:58:14Z,,Fail,8-304.11 (A) Post the current permit in a location in the food establishment that is cionspicuous to consumers.,1   Harbor ST,South Boston,Ma,2127
DUNKIN DONUTS,Murphys Donuts Inc,Gillespie,John,18678,2012-02-09T10:27:43Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-16T11:05:23Z,Temperature Measuring Devices  Manual and Mechanical Warewashing (Pf),Pass,No irreversible thermometer or temperature strips for monitoring dish machine temperature present. provide.,510   Southampton ST,South Boston,MA,2127
DUNKIN DONUTS,Murphys Donuts Inc,Gillespie,John,18678,2012-02-09T10:27:43Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-16T11:05:23Z,Using a Handwashing Sink-Operation and Maintenance (Pf),Pass,Hand sink blocked by shelving. Move shelving to allow access to hand sink. Hand sink on opposite wall currently used by staff when warewashing.,510   Southampton ST,South Boston,MA,2127
DUNKIN DONUTS,Murphys Donuts Inc,Gillespie,John,18678,2012-02-09T10:27:43Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-16T11:05:23Z,,Pass,8-304.11 (A) Post the current permit in a location in the food establishment that is conspicuous to consumers.,510   Southampton ST,South Boston,MA,2127
DUNKIN DONUTS (48 W BROADWAY),,Watermark Donut Co.,,80139,2013-03-11T08:20:39Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-02-09T10:47:48Z,Cleaning Ventilation Systems  Nuisance and Discharge Prohibition (C),Fail,Exhaust hood sticker indicates last cleaned March 2013  expired September 2013. Confirm if hood is operating and/or in need of cleaning.,48 W Broadway,South Boston,MA,2127
DUNKIN DONUTS (48 W BROADWAY),,Watermark Donut Co.,,80139,2013-03-11T08:20:39Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-02-09T10:47:48Z,,Fail,8-304.11 (A) Post the current permit in a location in the food establishment that is conspicuous to consumers.,48 W Broadway,South Boston,MA,2127
DUNKIN DONUTS (48 W BROADWAY),,Watermark Donut Co.,,80139,2013-03-11T08:20:39Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-09-03T14:20:35Z,,Pass,,48 W Broadway,South Boston,MA,2127
DUNKIN DONUTS AT OLD COLONY,John Gillespie,John Gillespie,,20629,2012-02-09T10:24:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-24T11:16:40Z,Ice (P),Pass,Clean to remove visible soils observed along the Runners in the ice machine and around the lid - sliding plastic small grey doors above the lid should be removed and cleaned as discussed,75   OLD COLONY  AV,SOUTH BOSTON,MA,2127
DUNKIN DONUTS AT OLD COLONY,John Gillespie,John Gillespie,,20629,2012-02-09T10:24:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-24T11:16:40Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure all exposed foods being stored in the walk-in unit including the open containers of liquid coffee are properly coverered during extended periods of refrigeration storage,75   OLD COLONY  AV,SOUTH BOSTON,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure raw shell eggs are stored underneath produce in the walk in,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,Ensure new menu has the proper disclosure / reminder as discussed on all foods offered under cooked,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Sponges Use Limitation (C),Pass,Discontinue the use of sponges to clean food contact surfaces  they can be used for floors and walls as discussed,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Wood  Use Limitation (C),Pass,Discontinue using wooden cutting surfaces that are not food grade - only a hard wood is acceptable for commercial use,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,CIP Equipment (C),Pass,Clean all in place refrigeration and freezer units from visible soils,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Temperature Measuring Devices-Functionality (Pf),Pass,No working food thermometer on site  provide,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Grease Trap(C),Pass,Clean to remove rusted areas and soils,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors and walls in the back prep room where needed from food spills  stains and soils,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Handwashing Signage  (C),Pass,Clerarly identify all hand sinks properly,134  K ST,South Boston,MA,2127
ETHEL & ANDY'S SUB SHOP,Rekowski,Rekowski,Ethel,18676,2011-12-16T11:35:24Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-12T10:46:28Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Remove all personal belongings from food prep locations and store segragated as discussed,134  K ST,South Boston,MA,2127
FOX & THE KNIFE,,Akunowicz,Karen,379383,2019-01-29T15:49:04Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-10-01T14:31:40Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation (P),Pass,Observed raw pork and rabbit stored above RTE cold cuts. COS.,28 W Broadway,South Boston,MA,2127
FOX & THE KNIFE,,Akunowicz,Karen,379383,2019-01-29T15:49:04Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-10-01T14:31:40Z,Ventilation Hood Systems  Adequacy (C),Pass,Taible frialator in basment. Remove. Use under commercial vent hood in upstair kitchen. COS,28 W Broadway,South Boston,MA,2127
FROMAGE,,Tatyana Sukennik Pres.,,81028,2015-03-13T13:17:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-25T14:47:09Z,Ventilation Hood Systems  Filters (C),Fail,Clean vents in the hood from visible soils,399 W Broadway,South Boston,MA,2127
FROMAGE,,Tatyana Sukennik Pres.,,81028,2015-03-13T13:17:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-25T14:47:09Z,Service Sink (C),Fail,Enclose exposed area of the mop sink as discussed during inspection,399 W Broadway,South Boston,MA,2127
GILLETTE CAFETERIA,Sodexho Marriott,Sodexho Marriott,,21252,2012-01-05T13:05:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-20T10:43:01Z,Temperature Measuring Devices-Functionality (Pf),Pass,No proper temperature measuring device on site - address,1   Gillette PARK,South Boston,MA,2127
GILLETTE CAFETERIA,Sodexho Marriott,Sodexho Marriott,,21252,2012-01-05T13:05:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-20T10:43:01Z,Mechanical Warewashing Equipment  Hot Water Sanitization Temperatures (Pf),Pass,High temp dish machine is registering 152F at the highest - other forms of ware washing is available on site - discontinue using until the machine is operating properly as discussed during inspection,1   Gillette PARK,South Boston,MA,2127
GILLETTE CAFETERIA,Sodexho Marriott,Sodexho Marriott,,21252,2012-01-05T13:05:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-20T10:43:01Z,Wall and Ceiling Coverings and Coatings (C),Pass,Clean to remove visible dirt  dust and debris around the vents of the ceiling tiles where needed,1   Gillette PARK,South Boston,MA,2127
GILLETTE CAFETERIA,Sodexho Marriott,Sodexho Marriott,,21252,2012-01-05T13:05:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-20T10:43:01Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Clean to remove all loose debris inside the under counter storage cabinets,1   Gillette PARK,South Boston,MA,2127
GILLETTE CAFETERIA,Sodexho Marriott,Sodexho Marriott,,21252,2012-01-05T13:05:21Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-20T10:43:01Z,Cleaning  Frequency and Restrictions (C),Pass,Clean floors of the dry foods storage room especially behind all the shelving units from visible food spills  stains and soils                                         Clean to remove visible ice build up in the walk - in freezer unit,1   Gillette PARK,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,(A) Certified Food Protection Manager (C),Pass,With the large amount of food volume involved with this business there should be a PIC with a current food safety certificate on site as well as allergen awareness certificate  address,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure all foods are elevated off the floor at least six inches during storage including soda and water,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Nonfood-Contact Surfaces (C),Pass,Clean all shelving units from visible food spills  stains and soils - clean inside all refrigeration / freezer units from visible food spils,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Service Sink (C),Pass,Enclose the mop sink location as discusse during inspection to reduce potential contamination,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Outside Receptacles (C),Pass,Ensure the lids of the dumpster are closed tightly at all times when not in use,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Toilet Room Receptacle  Covered (C),Pass,Ensure all trash receptacles have a tight fitting lid including the restrooms,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors throughout the facility including the restrooms and especially underneath all the shelving units containing groceries from visible food spills  stains and soils  - Clean ceiling tiles around the ceiling vents from visible dirt  dust and debris,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Handwashing Signage  (C),Pass,Remove the paper towel dispenser and soap dispenser mounted on the wall above the mop sink,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Controlling Pests (Pf),Pass,Visible signs of rodent dropping scattered throughout the warehouse storage room - contact pest control and provide an IPM report as discussed,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Drying Mops (C),Pass,Remove soiled mops from being stored directly on the floor and store inside the mop sink as discussed,371   Dorchester AVE,South Boston,MA,2127
GO PUFF,Lahinch Limited Partnership,Gb Holdings Ma Llc,Att: Accounts Payable,397841,2019-06-07T15:45:09Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2020-12-16T11:40:40Z,Closing Toilet Room Doors (C),Pass,Ensure attachments for the self closing device of the restroom doors are operating properly  currenlty the doors are not closing all the way without assistance from staff - address as discussed,371   Dorchester AVE,South Boston,MA,2127
GRAY'S HALL,,East Real Food Llc,Att: Accounts Payable,402199,2019-12-23T08:16:03Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-17T12:37:02Z,,Pass,,615 E Broadway,South Boston,MA,2127
JP LICKS @ WEST BROADWAY,,Jp Licks @ West Broadway,Vincent Petryk  Pres.,358744,2018-11-13T15:27:52Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-25T14:03:03Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks that are designated to be only hand sinks are clearly labeled as such "" HAND WASHING ONLY """,397 W Broadway,South Boston,MA,2127
JP LICKS @ WEST BROADWAY,,Jp Licks @ West Broadway,Vincent Petryk  Pres.,358744,2018-11-13T15:27:52Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-25T14:03:03Z,Repairing-Premises  Structures  Attachments  and Fixtures-Methods (C),Fail,Ensure all CO-2 tanks are properly anchored to reduce potential accidents,397 W Broadway,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Clean Condition-Outer Clothing (C),Pass,Replace visibly soiled aprons worn by cooks on a more frequent basis throughout the day as needed - replace when there is an excessive accumulation of visible food soils,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Washing Fruits and Vegetables (C),Pass,,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,"Ensure the proper disclosure / reminder is clearly visible on foods offered undercooked on the new menu such as "" eggs any style "" and steak tips",108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Sponges Use Limitation (C),Pass,Discontinue use of sponges to clean food contact surfaces,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Drain boards (C),Pass,Ensure all locations that are being used to air dry clean pots and pans is visibly clean and segragated from potential contamination,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Warewashing Sinks  Use Limitation (C),Pass,Discontinue rinsing off fresh produce in the three bay sink and use your designated prep sink as discussed,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Nonfood Contact Surfaces (C),Pass,Clean inside and outside of all refrigeration / freezer units   exterior of all cooking equipmenmt   exterior of all bulk food containers from food soills  stains amd soils,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors  walls and ceiling where needed in the kitchen from visible food spills  stains and soils,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Floor and Wall Junctures  Coved  and Enclosed or Sealed (C),Fail,several areas of the kitchen walls and floor are still in disrepair address,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Handwashing Signage  (C),Pass,Clearly identify all hand sinks scattered throughout the facility,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Remove all broken equipment and loose debris not affiliated with the restaurant to reduce potential contamination,108   L ST,South Boston,MA,2127
L STREET DINER,Aob Corp,Aob Corp,L Street Diner,22832,2012-02-14T12:43:31Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-04T13:31:17Z,Cleaning of Plumbing Fixtures (C),Pass,Clean all water and gas pipes inside the fryolators and underneath all the sinks from grease and grime,108   L ST,South Boston,MA,2127
L STREET TAVERN,Woods,Woods,John,19279,2012-02-15T13:43:35Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-05T15:32:24Z,Warewashing Equipment  Cleaning Frequency (C),Fail,Clean exterior of warewashing machine from visible stains and soils,195   L ST,South Boston,MA,2127
L STREET TAVERN,Woods,Woods,John,19279,2012-02-15T13:43:35Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-05T15:32:24Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks are clearly identified with a sign stating "" hand washing only""",195   L ST,South Boston,MA,2127
LAND OF PIZZA,,Kyriaris,Vasilios,31878,2012-02-08T14:57:59Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-09T14:57:59Z,Effectiveness-Hair Restraints (C),Fail,Ensure all employees are wearing hair restraints while working with foods,445 W BROADWAY,SOUTH BOSTON,MA,2127
LAND OF PIZZA,,Kyriaris,Vasilios,31878,2012-02-08T14:57:59Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-09T14:57:59Z,Wiping Cloths  Use Limitation (C),Fail,Set up the two seperate sanitizing stations as discussed  one for raw and one for ready to eat,445 W BROADWAY,SOUTH BOSTON,MA,2127
LAND OF PIZZA,,Kyriaris,Vasilios,31878,2012-02-08T14:57:59Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-09T14:57:59Z,Nonfood-Contact Surfaces (C),Fail,Clean inside and outside of all cooking equipment  inside and outside of all refrigeration units from visible food spills  stains and soils,445 W BROADWAY,SOUTH BOSTON,MA,2127
LARRY J'S BBQ CAFE,,Jimerson Enterprises L L C,,80130,2013-01-07T09:54:42Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-06T14:48:28Z,Ventilation Hood Systems  Filters (C),Fail,Clean vents in the hood above the chargrill from heavy carbon build up,600   D ST,South Boston,MA,2210
LARRY J'S BBQ CAFE,,Jimerson Enterprises L L C,,80130,2013-01-07T09:54:42Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-06T14:48:28Z,Nonfood Contact Surfaces (C),Fail,Clean exterior of all cooking equipment / inside and outside of all refrigeration units   exterior of all bulk food storage bins from visible food splashes  spills  stains and soils,600   D ST,South Boston,MA,2210
